,created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url
10,Mon Nov 20 16:50:41 +0000 2023,1.72664424185692e+18,@i_m_mortal_ ada link diskon 50% tokopedia fashion kak im?,0,1,0,0,in,1400330576800880128,1.72664402025925e+18,bubblezly,https://twitter.com/bubblezly/status/1726644241856921726
11,Mon Nov 20 16:48:01 +0000 2023,1.72664357063825e+18,LazFlash Choice â° 00:00 WIB  Cek produk selengkapnya disini https://t.co/yN42UqZVqO https://t.co/qa0qsN9sS3,0,0,0,0,in,3044974679,1.72664357063825e+18,jurigdiskonan,https://twitter.com/jurigdiskonan/status/1726643570638254085
12,Mon Nov 20 16:46:13 +0000 2023,1.72664311919692e+18,Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk:  Sandal Slop Pria Canvil /Sandal Kulit Pria Slop Japit BELI 1 GRATIS 1 Bayar ditempat Harga Produk:  Rp115.000 Harga Diskon:  Rp59.500 | https://t.co/Qvr3uTTvjO,0,0,0,0,in,1345561129922089984,1.72664311919692e+18,joko26538513,https://twitter.com/joko26538513/status/1726643119196926228
13,Mon Nov 20 16:46:04 +0000 2023,1.72664308060513e+18,LazFlash Extra â° 00:00 WIB  Cek produk selengkapnya disini https://t.co/ZoC2836h0i https://t.co/H7TgMms0KV,0,0,0,0,in,3044974679,1.72664308060513e+18,jurigdiskonan,https://twitter.com/jurigdiskonan/status/1726643080605135111
14,Mon Nov 20 16:42:59 +0000 2023,1.72664230339637e+18,"lama ga update testi hmmm, masih open ya gestun all paylater instan sat set, ada diskon fee krn aku lama ga update  yuk https://t.co/rlSp8LirNu #zonauangï¸ #zonaBU",0,0,0,0,in,1151357786556509952,1.72664230339637e+18,hellochelsz,https://twitter.com/hellochelsz/status/1726642303396376828
15,Mon Nov 20 16:41:50 +0000 2023,1.7266420146479e+18,Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk:  Leedoo Sepatu Pria Sneakers Shoes Men Dewasa Olahraga Sneaker Casual Anti Slip MC429 Harga Produk:  Rp399.000 Harga Diskon:  Rp144.038 | https://t.co/STZClOSGCH,0,0,0,0,in,1345561129922089984,1.7266420146479e+18,joko26538513,https://twitter.com/joko26538513/status/1726642014647906576
16,Mon Nov 20 16:41:21 +0000 2023,1.7266418953619e+18,Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk:  KAMB setelan badminton pria dewasa/ setelan olahraga pria( COD ) Harga Produk:  Rp220.000 Harga Diskon:  Rp96.030 | https://t.co/gEPmhFiH1a,0,0,0,0,in,1335582185978380032,1.7266418953619e+18,GudangJerseyyy,https://twitter.com/GudangJerseyyy/status/1726641895361900801
17,Mon Nov 20 16:41:09 +0000 2023,1.7266418421194e+18,Voucher Kebut â° 00:00 WIB  Rp500 Diskon 20% s/d 3rb https://t.co/DuQDKdc2WX  Rp5.000 Diskon 15% s/d 15rb https://t.co/r94a4tTHOW Diskon 10% s/d 50rb https://t.co/czjEscpmga Diskon 3% s/d 150rb https://t.co/HuSgEu9TY5 https://t.co/Iet3Fc0FGY,0,0,0,0,in,3044974679,1.7266418421194e+18,jurigdiskonan,https://twitter.com/jurigdiskonan/status/1726641842119405603
18,Mon Nov 20 16:41:03 +0000 2023,1.7266418198854e+18,Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk:  KBV - BAJU BADMINTON JERSEY BADMINTON NOAH PREMIUM Harga Produk:  Rp37.000 Harga Diskon:  Rp37.000 | https://t.co/LgPk1UM6dx,0,0,0,0,in,1335582185978380032,1.7266418198854e+18,GudangJerseyyy,https://twitter.com/GudangJerseyyy/status/1726641819885400345
19,Mon Nov 20 16:40:50 +0000 2023,1.72664176379077e+18,Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk:  BLL 52 LN GINTING BAJU BADMINTON DEWASA KAOS BULUTANGKIS JERSEY BADMINTON PRINT Harga Produk:  Rp25.000 Harga Diskon:  Rp25.000 | https://t.co/VMKNMl1AKe,0,0,0,0,in,1335582185978380032,1.72664176379077e+18,GudangJerseyyy,https://twitter.com/GudangJerseyyy/status/1726641763790778855
20,Mon Nov 20 16:40:25 +0000 2023,1.72664165719254e+18,Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk:  John Carter Athens Sepatu Sneakers Putih Pria Kulit Sintetis Harga Produk:  Rp300.000 Harga Diskon:  Rp179.900 | https://t.co/v4AT11D1Dx,0,0,0,0,in,1345561129922089984,1.72664165719254e+18,joko26538513,https://twitter.com/joko26538513/status/1726641657192542528
21,Mon Nov 20 16:40:12 +0000 2023,1.7266416024359e+18,Rp99 â° 00:00 WIB  Hanasui Serum Cushion Soulmatte https://t.co/nuZKPxKDJD https://t.co/Av1TXuF550,0,0,0,0,in,3044974679,1.7266416024359e+18,jurigdiskonan,https://twitter.com/jurigdiskonan/status/1726641602435903519
22,Mon Nov 20 16:40:02 +0000 2023,1.72664156103818e+18,Aku nemu promo menarik di Lazada nih.   Harga Diskon:  Rp2.989.000 | https://t.co/aGYUCTeuxm,0,0,0,0,in,1345561129922089984,1.72664156103818e+18,joko26538513,https://twitter.com/joko26538513/status/1726641561038184828
23,Mon Nov 20 16:38:42 +0000 2023,1.72664122801038e+18,tapi kapan lagi cosrx diskon segede itu? jd gas ajalah ðŸ™,0,0,0,0,in,725507078,1.7266408989715e+18,marktermelon_hi,https://twitter.com/marktermelon_hi/status/1726641228010389907
24,Mon Nov 20 16:37:00 +0000 2023,1.72664079914697e+18,Jangan bilang yg bikin thread ini masnya yg ngajak ngobrol + ngasih diskon ðŸ˜…,0,1,0,2,in,2832943903,1.72663854275412e+18,iyansasmita,https://twitter.com/iyansasmita/status/1726640799146979620
25,Mon Nov 20 16:35:39 +0000 2023,1.72664045973549e+18,soalnya abis liat t-shirt giordano x toy story cakep cakep wkwkwk trs kata mbanya beli 2 diskon (berapa tadi ya) trs pengen beli buat foto couple lucu tp sama siapa jg gatau ih emang aneh orang ini diemin aja,0,0,0,0,in,768784831,1.7264992078703e+18,tikaoktalia,https://twitter.com/tikaoktalia/status/1726640459735498916
26,Mon Nov 20 16:35:00 +0000 2023,1.72664029329294e+18,Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk:  GAMIS TENUN RAYA DRESS WHITE GREY - KEMEJA TENUN Harga Produk:  Rp355.000 Harga Diskon:  Rp285.000 https://t.co/yV3AjIFwlM https://t.co/NpT5KaeIel,0,0,0,0,in,1504922070677060096,1.72664029329294e+18,Gaapunyaayang,https://twitter.com/Gaapunyaayang/status/1726640293292949748
27,Mon Nov 20 16:34:20 +0000 2023,1.72664012841911e+18,Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk:  Kostum Ultraman Dewasa dan Kostum Halloween Cosplay Pria Bodysuit Anak Laki -Laki Harga Produk:  Rp398.000 Harga Diskon:  Rp178.000 https://t.co/n1UfFD88hA https://t.co/7yEbOWqDk7,0,0,0,0,in,1504922070677060096,1.72664012841911e+18,Gaapunyaayang,https://twitter.com/Gaapunyaayang/status/1726640128419111328
28,Mon Nov 20 16:33:26 +0000 2023,1.72663989985044e+18,@pikus aku  ada  haitham  13k  inc  all  kak.  dom  malang  jatim.  diskon  10-20%   kalo  co  via  live.,0,0,0,0,in,2171514518,1.72651167553125e+18,ctrined,https://twitter.com/ctrined/status/1726639899850449188
29,Mon Nov 20 16:33:05 +0000 2023,1.72663981338497e+18,Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk:  Gaun Pengiring Pengantin Baru Pernikahan Makan Malam Gaun Wanita Gaun Malam Gaun Temperamen Gaun Malam Maxi Harga Produk:  Rp268.000 Harga Diskon:  Rp158.000 https://t.co/i2Z66nbChH https://t.co/zQyFHsaUL3,0,0,0,0,in,1504922070677060096,1.72663981338497e+18,Gaapunyaayang,https://twitter.com/Gaapunyaayang/status/1726639813384978855
30,Mon Nov 20 16:32:22 +0000 2023,1.72663963365899e+18,"Crazy Flash Sale, ada kebut juga â°00.00 WIB https://t.co/8M6iFzfNK4 https://t.co/WVMmgkzei0",1,0,1,6,in,1581884899560420096,1.72663963365899e+18,berburusales,https://twitter.com/berburusales/status/1726639633658990688
31,Mon Nov 20 16:32:04 +0000 2023,1.72663955784695e+18,https://t.co/1zEJFnhtHP Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk:  CELANA DALAM LYDYLY 2003 WANITA TALI SAMPING WARNA POLOS SIZE BESAR UNDERWEAR DALEMAN INTIMON UNDERWEAR Harga Produk:  Rp32.400 Harga Diskon:  Rp12.600 https://t.co/1zEJFnhtHP https://t.co/sHASLjnFZM,0,0,0,0,in,1068374870742909952,1.72663955784695e+18,pengrajintasku1,https://twitter.com/pengrajintasku1/status/1726639557846954444
32,Mon Nov 20 16:31:55 +0000 2023,1.72663951919647e+18,"wts diskon hotel di mana aja resmi, boleh cek harga diskon dulu~",0,0,0,0,in,1649412935964400128,1.72663951919647e+18,asymsrp,https://twitter.com/asymsrp/status/1726639519196471661
33,Mon Nov 20 16:31:49 +0000 2023,1.7266394941355e+18,Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk:  Jaket Semi Kulit Cewe Special Edition PREMIUM Harga Produk:  Rp350.000 Harga Diskon:  Rp128.500 https://t.co/6Ot1xUCRLM https://t.co/0ru5cyZxVE,0,0,0,0,in,1504922070677060096,1.7266394941355e+18,Gaapunyaayang,https://twitter.com/Gaapunyaayang/status/1726639494135500934
34,Mon Nov 20 16:30:21 +0000 2023,1.72663912429438e+18,@ncgisei domÂ  malangÂ  jatim.Â  bisaÂ  reqÂ  shopeeÂ  liveÂ  discÂ  10-20%.Â  coÂ  25.11Â  /Â  12.12Â  dapetÂ  diskonÂ  tambahan.Â  tolongÂ  bacaÂ  alt.Â  https://t.co/hOheEGyaq2,0,0,0,0,in,2171514518,1.72661826508936e+18,ctrined,https://twitter.com/ctrined/status/1726639124294386011
35,Mon Nov 20 16:29:36 +0000 2023,1.72663893838598e+18,Siapkan kebut â°00.00 WIB  https://t.co/dGhOUi7cMk https://t.co/9opkxV3dgI,0,0,2,3,in,1581884899560420096,1.72663893838598e+18,berburusales,https://twitter.com/berburusales/status/1726638938385981543
36,Mon Nov 20 16:29:14 +0000 2023,1.72663884442105e+18,Yang suka bikin kue wajib war â°00.00 WIB Rp12.000  https://t.co/azCcNB6kdW https://t.co/Sjn1o6eX9G,0,0,0,0,in,1377624159883259904,1.72663884442105e+18,PromoSeekerTeam,https://twitter.com/PromoSeekerTeam/status/1726638844421050618
37,Mon Nov 20 16:28:59 +0000 2023,1.72663878325964e+18,Warr Rp99 â°00.00 WIB  Hanasui Varian: 106 Porcelain https://t.co/bwvdMcLt8h https://t.co/mrMzQy9uyX,0,0,0,0,in,1377624159883259904,1.72663878325964e+18,PromoSeekerTeam,https://twitter.com/PromoSeekerTeam/status/1726638783259648083
38,Mon Nov 20 16:28:02 +0000 2023,1.72663854275412e+18,"Gara2 baca thread ini kemaren jadi pengen dkriuk, akhirnya nemu malem2 di pinggir jalan, lah baru sadar ternyata gw beli disini wkwkwkw mana  dikasih diskon pula",1,1,0,3,in,2832943903,1.72663854275412e+18,iyansasmita,https://twitter.com/iyansasmita/status/1726638542754124194
39,Mon Nov 20 16:25:41 +0000 2023,1.72663795024576e+18,Warr Rp99 â°00.00 WIB  Hanasui Varian: 106 Porcelain https://t.co/31r0JjuVjj https://t.co/yvzdXuTm8w,0,0,1,12,in,1581884899560420096,1.72663795024576e+18,berburusales,https://twitter.com/berburusales/status/1726637950245761160
40,Mon Nov 20 16:24:32 +0000 2023,1.72663766329659e+18,"@hapvymeals Itu seirock lagi ultah sem, semua menu ramen diskon 99% sampai besokkkkk",0,0,0,0,in,3214320992,1.72663453812075e+18,woofyouu,https://twitter.com/woofyouu/status/1726637663296590167
41,Mon Nov 20 16:23:55 +0000 2023,1.72663750690785e+18,"kumil pulang dan minta makannya 3x sehari krn dia hamil lagi dong.. Giliran hamil aja baru pulang, dasar kumil ðŸ±  Btw biasa beli Mister Puss rasa Salmon di petshop deket rumah 15rb, eh di Lazada 10rb dapet 2 bungkus pake voucher Gogo Match ya, diskon 50% max 8rb.. https://t.co/oGgWpPS7Km",0,0,0,0,in,798831871719153024,1.70938505627875e+18,ireneindah_p,https://twitter.com/ireneindah_p/status/1726637506907852888
42,Mon Nov 20 16:23:45 +0000 2023,1.72663746378614e+18,INFO DISKON  Wardah Lipcream ðŸ’° 20k  Lumayan diskon 20ribuan guyss ðŸ›’ https://t.co/i5NS7KNcsx https://t.co/unQaZpMblo,0,0,2,0,in,3221214414,1.72663746378614e+18,JualanBsSupport,https://twitter.com/JualanBsSupport/status/1726637463786144253
43,Mon Nov 20 16:23:26 +0000 2023,1.72663738430409e+18,Yang suka bikin kue wajib war â°00.00 WIB Rp12.000  https://t.co/6pMqgc2vrc https://t.co/xRPRDYYrAw,0,0,1,5,in,1581884899560420096,1.72663738430409e+18,berburusales,https://twitter.com/berburusales/status/1726637384304091581
44,Mon Nov 20 16:19:39 +0000 2023,1.72663643217616e+18,Help RT? Thanks! ðŸˆ  aku bawa layout ready stock â€œDanielleâ€ foto terbaru nih! ðŸ¡ Harga 5k &amp  7k (Free retext) ðŸ’° Yang minat bisa DM ya! ðŸ¥ Kalau take all dapet diskon loh ðŸ˜ðŸ™ŒðŸ»  #zonauang #zonaba https://t.co/FTYPEhrur5,0,1,27,0,in,1324042142247909888,1.72663643217616e+18,univperse,https://twitter.com/univperse/status/1726636432176161066
45,Mon Nov 20 16:19:19 +0000 2023,1.72663634898624e+18,INFO DISKON  Black Backpack ðŸ’° 29k  Dari harga 75ribuan yaa ini jadi segini aja guys ðŸ›’ https://t.co/BkPzzHdDU6 https://t.co/II1uiG18GA,0,0,2,0,in,3221214414,1.72663634898624e+18,JualanBsSupport,https://twitter.com/JualanBsSupport/status/1726636348986249714
46,Mon Nov 20 16:17:46 +0000 2023,1.72663595682302e+18,"Lihat deal ini!! Last Call ACE 28th Anniversary Sale | Diskon hingga 70% + Ekstra cashback hingga 2,8jt ( Kode: ACE28TAHUN): https://t.co/CwXuV2h8VI",0,0,0,0,in,1592173966311170048,1.72663595682302e+18,RiauNewsCom,https://twitter.com/RiauNewsCom/status/1726635956823027713
47,Mon Nov 20 16:17:41 +0000 2023,1.72663593950893e+18,INFO DISKON  Mossdom Shoulder Bag ðŸ’° 107k  Lumayan bgt diskonnya ini dari 140k ðŸ˜ ðŸ›’ https://t.co/1xUgyNgcxM https://t.co/iIJYBZtDWv,0,0,2,0,in,3221214414,1.72663593950893e+18,JualanBsSupport,https://twitter.com/JualanBsSupport/status/1726635939508932962
48,Mon Nov 20 16:17:17 +0000 2023,1.72663583889185e+18,"Guyys tau gak sih? Ada kabar happy buat kalian semua kalo Sekarang moisturizer The Originote ada di Alfamart lohh, terus kalian juga bisa dapetin diskon dan promo menarikk #TheOriginote #Alfamart https://t.co/dclmhthYdJ",0,1,0,6,in,1336673961002720000,1.72663583889185e+18,oliviapaytenn,https://twitter.com/oliviapaytenn/status/1726635838891856115
49,Mon Nov 20 16:15:13 +0000 2023,1.72663531626452e+18,@chocotjip @discountfess Lumayan nih ges voc diskon 50rb min belanja 60rb stocknya terbatas gercep! https://t.co/e4e7UWapB0,0,0,0,0,in,1513681446745299968,1.72656731377908e+18,heyythere190,https://twitter.com/heyythere190/status/1726635316264521995
50,Mon Nov 20 16:15:12 +0000 2023,1.72663531316515e+18,"@jogmfs Ini aja cotton on,stadivarius,charles and keith, kalau gak gitu coach nder di zalora lagi banyak diskon",0,0,0,0,in,1709109962939729920,1.72662903313025e+18,putriyasmin23,https://twitter.com/putriyasmin23/status/1726635313165152692
51,Mon Nov 20 16:14:18 +0000 2023,1.72663508715927e+18,HEHE HRUSNYA CUMA 11REBU TAPI GARA2 ketlolan gwehhhh jadinya cuma diskon sgini tapi yawdala lumayan TAPI KAN KLO BISA 11REBU KNPA NGGKKK https://t.co/0J2KgiqQG5,0,0,0,0,in,1156602875604110080,1.72663508715927e+18,jsiicca,https://twitter.com/jsiicca/status/1726635087159279765
52,Mon Nov 20 16:13:37 +0000 2023,1.72663491349411e+18,"INFO DISKON  Makarizo Conditioner  ðŸ’° 29k  Lagi live juga nih, pasti ada potongan lain or gratong. Yukk gais https://t.co/LtlKL7wB9S https://t.co/kcfEnXCaoj",0,0,2,0,in,3221214414,1.72663491349411e+18,JualanBsSupport,https://twitter.com/JualanBsSupport/status/1726634913494114601
53,Mon Nov 20 16:12:07 +0000 2023,1.72663453812075e+18,Hari ini dapat diskon semua di 3 tempat ini:)))) https://t.co/kuc1BOEDRM,0,2,0,0,in,3214320992,1.72663453812075e+18,woofyouu,https://twitter.com/woofyouu/status/1726634538120757295
54,Mon Nov 20 16:10:06 +0000 2023,1.72663403073161e+18,@anxiouxly @sanjeffreus Coba nih lumayan ges voc diskon 50rb min belanja 60rb stocknya terbatas gercep! https://t.co/e4e7UWaXqy,0,0,0,0,in,1513681446745299968,1.72660303341145e+18,heyythere190,https://twitter.com/heyythere190/status/1726634030731612458
55,Mon Nov 20 16:08:09 +0000 2023,1.72663353791764e+18,"[INFO] THEKKING BLACK FRIDAY UP TO 50% OFF  Thekking sedang ada Event diskon 50% untuk pembelian heart blue, dan x2 untuk free heart pink.  Collect heart pink sebanyak-banyak nya, dan drop di #JUNGWON kategori 'Februari Birthday Cafe Event'  #ENHYPEN_JUNGWON #JUNGWON #ì •ì› https://t.co/RIrrujv66Y",0,0,2,1,in,1295218650333380096,1.72663353791764e+18,yangjungwon_ina,https://twitter.com/yangjungwon_ina/status/1726633537917641062
56,Mon Nov 20 16:07:36 +0000 2023,1.72663340139306e+18,Apakah diskon ini mengcover fee ongkirnya bang alias saya butuh voucher free ongkir baru sanggup beliðŸ¤£,0,0,0,0,in,1049355268331420032,1.72663340139306e+18,monstraykidsix,https://twitter.com/monstraykidsix/status/1726633401393066385
57,Mon Nov 20 16:06:54 +0000 2023,1.72663322203613e+18,@monnassiu @junayyy__ Lumayan nih ges voc diskon 50rb min belanja 60rb stocknya terbatas gercep! https://t.co/e4e7UWaXqy,0,0,0,1,in,1513681446745299968,1.72655825810903e+18,heyythere190,https://twitter.com/heyythere190/status/1726633222036132086
58,Mon Nov 20 16:06:43 +0000 2023,1.72663317907388e+18,@coconugt Wkwkwk diskon juga ttp gak mau beli,0,1,0,0,in,1495587835453530112,1.72663218044794e+18,__willoww,https://twitter.com/__willoww/status/1726633179073880108
59,Mon Nov 20 16:06:30 +0000 2023,1.72663312366712e+18,@sanjeffreus diskon akhir tahun apa ya,0,2,0,0,in,846906420129741952,1.72660303341145e+18,anxiouxly,https://twitter.com/anxiouxly/status/1726633123667124484
60,Mon Nov 20 16:04:37 +0000 2023,1.72663264758428e+18,"@caratsstore ðŸ¥¹ yay nder mumpung each nii kapan lagi han carland each, aku diskon maribu kl mau :D",0,0,0,0,in,1708876879552539904,1.72662444290889e+18,yjnnaz,https://twitter.com/yjnnaz/status/1726632647584284940
61,Mon Nov 20 16:03:14 +0000 2023,1.72663230063562e+18,disini ada yg open jasa beli csp gak sih? aku mau siap2 klo ada diskon nnti ðŸ˜Ž,0,1,0,0,in,1297755779613590016,1.72663230063562e+18,drimixiuu,https://twitter.com/drimixiuu/status/1726632300635627808
62,Mon Nov 20 16:02:08 +0000 2023,1.72663202613522e+18,"ðŸ’š aku dapet promo halodoc konsul psikolog cuma bayar 1kðŸ˜ yang mau bisa pake kode diskon PEDULIMENTAL"" dan ""DOKTER2000"" yaap!! https://t.co/GrFjqP9BJn""",1,2,6,44,in,1331650559518990080,1.72663202613522e+18,tanyakanrl,https://twitter.com/tanyakanrl/status/1726632026135228717
63,Mon Nov 20 16:01:32 +0000 2023,1.72663187176812e+18,"Wow info diskon Buat para emak-emak nihhh cocok bangettt, mumpung lagi diskon ya kaleee ga dibeli!!! https://t.co/s8DnJlq71e https://t.co/ZX4NwlsnoU",0,0,0,0,in,1707775259670429952,1.72663187176812e+18,Haulicaaa,https://twitter.com/Haulicaaa/status/1726631871768125705
64,Mon Nov 20 16:00:23 +0000 2023,1.72663158250795e+18,Wow DISKON TV! SMART TV seharga HP nih BOSSS!!! Cek detailnya klik link yawwwðŸ˜™ https://t.co/4OOK1Pkl0w https://t.co/mTKBgwbQtb,0,0,0,0,in,1707775259670429952,1.72663158250795e+18,Haulicaaa,https://twitter.com/Haulicaaa/status/1726631582507958599
65,Mon Nov 20 15:59:17 +0000 2023,1.72663130544891e+18,Diskon magicom miyako Harga diskon 170k aja magicom miyako motif kiyowoooðŸ˜ https://t.co/hs1vsRnJF2 https://t.co/B9pYZgrgQe,0,0,0,0,in,1707775259670429952,1.72663130544891e+18,Haulicaaa,https://twitter.com/Haulicaaa/status/1726631305448919310
66,Mon Nov 20 16:00:04 +0000 2023,1.72663150356273e+18,cwts jajan yuk guys bisa keep event sampai 12.12 (with dp) take 3 pc dapet diskon,0,0,0,0,in,1012562082783350016,1.72663150356273e+18,caratsmarket,https://twitter.com/caratsmarket/status/1726631503562731622
67,Mon Nov 20 16:00:18 +0000 2023,1.72663156305896e+18,svts jajan yuk guys bisa keep event sampai 12.12 (with dp) take 3 pc dapet diskon,0,0,0,0,in,1336184865197189888,1.72663156305896e+18,caratsstore,https://twitter.com/caratsstore/status/1726631563058966550
68,Mon Nov 20 16:00:04 +0000 2023,1.72663150356273e+18,cwts jajan yuk guys bisa keep event sampai 12.12 (with dp) take 3 pc dapet diskon,0,0,0,0,in,1012562082783350016,1.72663150356273e+18,caratsmarket,https://twitter.com/caratsmarket/status/1726631503562731622
69,Mon Nov 20 15:59:17 +0000 2023,1.72663130544891e+18,Diskon magicom miyako Harga diskon 170k aja magicom miyako motif kiyowoooðŸ˜ https://t.co/hs1vsRnJF2 https://t.co/B9pYZgrgQe,0,0,0,0,in,1707775259670429952,1.72663130544891e+18,Haulicaaa,https://twitter.com/Haulicaaa/status/1726631305448919310
70,Mon Nov 20 15:58:13 +0000 2023,1.72663103833053e+18,"info masker klikidm ga nyampe 6k, kalau stok kosong cari toko yg masi ada, expired aman kok sender udh beli yg rojukiss (mumpung dkt rumah ada sisa 2) https://t.co/vUtBfR0tir",0,6,0,14,in,1581884899560420096,1.72663103833053e+18,berburusales,https://twitter.com/berburusales/status/1726631038330531925
71,Mon Nov 20 15:58:08 +0000 2023,1.72663101569387e+18,"sorry ya produk2 zionis israel. mau diskon mau gratis, gk ngefek! #FreePalestine #Gaza #CeasefireNOW #From_the_river_to_the_sea https://t.co/fhBSL3JPHM",0,0,0,0,in,993491774558502016,1.72663101569387e+18,Putriarifn17,https://twitter.com/Putriarifn17/status/1726631015693877337
72,Mon Nov 20 15:56:43 +0000 2023,1.72663065938771e+18,"DISKON HP Potongan Harga sampe 300k Hp samsung Galaxy A04e , harganya jadi 1 jt aja! Ya kali ga klik link!!!ðŸ‘Š  https://t.co/3uNfEXcJsC https://t.co/tIGXhqEghk",0,0,0,0,in,1707775259670429952,1.72663065938771e+18,Haulicaaa,https://twitter.com/Haulicaaa/status/1726630659387715757
73,Mon Nov 20 15:56:23 +0000 2023,1.72663057606372e+18,@yer_the_jenuine @SKYSMUT Kalo bolos sehari dapet diskon ngga ya ðŸ˜‚,0,1,0,0,in,729324031,1.72661675759788e+18,romsael,https://twitter.com/romsael/status/1726630576063729791
74,Mon Nov 20 15:56:11 +0000 2023,1.72663052772431e+18,"https://t.co/SBchWpUxBA // BAYAR DITEMPAT {COD} LADI DISKON!!! TAS RANSEL KULIT WANITA TERBARU 2022 TAS RANSEL KULIT WANITA IMPORT TAS RANSEL KULIT WANITA  FASHION KOREA TAS RANSEL KULIT WANITA KEKINIAN TAS RANSEL KULIT WANITA SEKOLAH,KULIAH | https://t.co/vwECKaqpJc",0,0,0,0,in,1601550396501070080,1.72663052772431e+18,tan696273923,https://twitter.com/tan696273923/status/1726630527724310578
